model,image_name,mosz1,mosz2,mosz3,prompt
Unidiffuser,086-1.png,1.752336683,2.02160482,1.999931602,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Glide,067-1.png,2.433062492,2.335099374,2.129704395,"""a yellow wall with 'Hello, world.' written on it"""
stable-diffusion,028-2.png,1.947348942,2.260361308,2.381998731,"""Snow mountain and tree reflection in the lake"""
stable-diffusion,038-4.png,3.460420372,3.334741429,3.575042089,"""a fall landscape with a small cottage next to a lake"""
Glide,026-1.png,2.018193194,2.03415733,1.835945799,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Lafite,075-4.png,2.120907214,1.867604742,1.873163405,"""three green peppers"""
Controlnet,034-1.png,2.618464946,2.328902568,2.556670684,"""a small garden with an apple tree behind it"""
Lafite,086-3.png,2.078576441,2.125952746,2.26437173,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Unidiffuser,062-1.png,2.725363856,2.318109764,2.318023857,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
Glide,095-4.png,1.794829157,2.121652949,2.16163185,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Lafite,088-1.png,2.315443801,2.600276951,2.938810159,"""an aerial photo of a sandy island in the ocean"""
DALLE,047-2.png,2.961088627,2.60164023,2.671812416,"""a small kitchen with a white goat in it"""
DALLE,067-4.png,2.173930658,2.202261744,2.227971872,"""a yellow wall with 'Hello, world.' written on it"""
Unidiffuser,009-1.png,2.719502215,2.693602771,2.860020888,"""a photo of san francisco's golden gate bridge"""
DALLE,088-2.png,3.033506638,2.967983905,3.125078499,"""an aerial photo of a sandy island in the ocean"""
Glide,097-1.png,1.907957518,2.004535746,2.340136689,"""a kitchen without a refrigerator"""
Lafite,061-2.png,2.008346122,1.908039828,1.977933666,"""the word 'HELLO' on a girl's face"""
Glide,031-1.png,1.975258994,2.271207462,2.154033683,"""a library filled with kids reading books"""
Unidiffuser,008-2.png,3.318874854,3.228685786,3.104846957,"""a fall landscape"""
stable-diffusion,095-4.png,3.115172242,3.151127486,2.552848662,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
DALLE,039-2.png,2.905655165,2.808171868,3.170582768,"""a teddy bear on a skateboard in times square"""
Lafite,037-3.png,2.408383004,2.339692006,2.455336652,"""A bare kitchen has wood cabinets and white appliances"""
Glide,007-3.png,1.992785951,2.54987602,2.824231754,"""a kitchen"""
Lafite,074-4.png,2.186224615,2.014135056,2.292790983,"""ten red apples"""
Glide,093-3.png,1.8669504,2.26479219,2.168552711,"""a closet without clothes"""
Unidiffuser,064-3.png,2.541652556,2.407885037,2.174356447,"""the word 'APPLE' on an apple"""
stable-diffusion,060-2.png,2.163065408,1.915681055,1.955880022,"""a cartoon of a dog saying ""I see what you did there"""""
Lafite,067-4.png,2.215400856,2.317375764,2.247837543,"""a yellow wall with 'Hello, world.' written on it"""
Controlnet,093-3.png,2.863340389,2.748342375,2.129556248,"""a closet without clothes"""
Lafite,050-1.png,1.949260962,2.064389692,2.234741132,"""A photo of a panda made of water."""
Glide,069-2.png,1.804020555,2.438115652,2.23016412,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Unidiffuser,040-1.png,2.857902895,2.70826759,2.945888793,"""A blue colored dog"""
DALLE,016-3.png,2.877017335,3.01284512,2.713226366,"""A heart made of chocolate"""
Lafite,039-2.png,2.090620162,1.839706604,1.995093562,"""a teddy bear on a skateboard in times square"""
DALLE,047-1.png,2.524034056,2.35214114,2.677326548,"""a small kitchen with a white goat in it"""
Lafite,087-3.png,2.124016225,2.133462657,2.488813115,"""an aerial view of a dining room"""
Unidiffuser,000-4.png,3.048591152,2.982616124,2.962675321,"""a corgi"""
Controlnet,098-2.png,2.810015959,3.011397779,3.016363855,"""a street without vehicles"""
DALLE,071-4.png,2.805652289,2.531197039,2.88869927,"""three children on a couch"""
Glide,038-3.png,2.192635847,2.478482607,2.561980736,"""a fall landscape with a small cottage next to a lake"""
Unidiffuser,007-4.png,2.777100798,2.917244036,3.099672079,"""a kitchen"""
Lafite,045-2.png,1.836732197,1.806336336,1.881882652,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Lafite,061-4.png,1.962773911,1.715836931,1.76052041,"""the word 'HELLO' on a girl's face"""
Glide,071-3.png,2.04787561,2.524895755,1.94621813,"""three children on a couch"""
DALLE,031-4.png,2.560879513,2.107802151,2.714162468,"""a library filled with kids reading books"""
DALLE,007-1.png,3.099221863,3.307714226,2.953755365,"""a kitchen"""
Glide,034-1.png,1.90190977,1.863072304,1.99164911,"""a small garden with an apple tree behind it"""
Glide,067-2.png,2.485072804,2.468055802,1.95582335,"""a yellow wall with 'Hello, world.' written on it"""
stable-diffusion,011-2.png,2.855668078,2.638876165,2.986632585,"""a woman with long hair"""
stable-diffusion,005-3.png,2.513819866,2.645368776,2.669420947,"""a green pepper"""
stable-diffusion,019-4.png,2.318850706,2.214272781,2.560334216,"""a boat in the canals of venice"""
Controlnet,077-2.png,3.038346628,2.929122631,3.159178636,"""two pianos next to each other"""
Unidiffuser,020-4.png,2.292557346,2.140561031,2.239118852,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Unidiffuser,042-1.png,2.660216576,2.427121341,2.498637376,"""A bicycle on top of a boat"""
Controlnet,033-2.png,2.799930398,2.987669536,2.930500198,"""purple lego dollhouse with a pool and a swing"""
stable-diffusion,006-2.png,3.017966792,2.603959742,2.515759175,"""a book cover"""
Controlnet,048-2.png,2.617387597,2.634178454,2.550104495,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
DALLE,025-3.png,3.172909139,3.050382086,2.725906192,"""a pineapple with one beer to its left and two beers on its right"""
DALLE,056-1.png,2.629849777,2.586844503,2.099186344,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Controlnet,096-2.png,3.232373259,2.988108489,3.131685241,"""We painted the wall with cracks."""
DALLE,093-1.png,3.314249703,2.80115673,3.05801619,"""a closet without clothes"""
stable-diffusion,020-2.png,2.766231394,2.45194577,2.458371134,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
DALLE,012-3.png,2.950361586,2.819224491,2.828041882,"""A red bus is driving on the road"""
DALLE,017-1.png,2.927782713,2.946623809,2.69935132,"""a coffee table with a magazine on it"""
DALLE,013-3.png,2.545205158,2.717664537,2.783976504,"""a teddy bear on a skateboard"""
Lafite,083-3.png,1.870469105,1.962166076,2.124802091,"""view of a clock tower from above"""
Glide,069-1.png,1.679183279,2.064338685,1.919298363,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
stable-diffusion,034-1.png,2.544910733,2.746249286,2.788127244,"""a small garden with an apple tree behind it"""
DALLE,005-3.png,2.887836065,2.818298547,3.146712037,"""a green pepper"""
Unidiffuser,034-2.png,2.537355059,2.678545656,2.365553211,"""a small garden with an apple tree behind it"""
Unidiffuser,070-2.png,2.535958628,2.214756895,2.315295204,"""Four cats surrounding a dog"""
stable-diffusion,048-3.png,2.085976904,2.55161159,2.014835412,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Unidiffuser,068-1.png,2.407833764,2.032247737,2.168379248,"""a store front with 'Grassy Meadow' written on it"""
Glide,053-2.png,1.704553041,1.769647821,1.974006353,"""A spaceship made of cardboard."""
Controlnet,039-3.png,3.012000264,3.135908718,3.092029547,"""a teddy bear on a skateboard in times square"""
Unidiffuser,088-3.png,2.820477646,2.976870238,2.909335117,"""an aerial photo of a sandy island in the ocean"""
Controlnet,066-2.png,3.168167283,3.115769371,2.461444933,"""the word 'START'"""
Unidiffuser,095-4.png,2.26750105,2.385486424,2.094702603,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
stable-diffusion,061-1.png,2.017669241,1.824521025,1.88613376,"""the word 'HELLO' on a girl's face"""
Unidiffuser,005-2.png,3.50470757,3.266820108,3.594058143,"""a green pepper"""
Unidiffuser,008-3.png,1.58583568,1.617337676,1.883056464,"""a fall landscape"""
stable-diffusion,048-4.png,2.575291241,2.566883628,2.483825736,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Lafite,070-4.png,1.922197013,1.959584088,2.04187924,"""Four cats surrounding a dog"""
Glide,019-3.png,1.744345245,2.575915312,2.376794658,"""a boat in the canals of venice"""
Glide,082-3.png,1.79091323,1.901553776,2.108551706,"""an overhead view of a pickup truck with boxes in its flatbed"""
stable-diffusion,043-1.png,2.828517281,2.707904767,3.003055253,"""a sword slicing through a loaf of bread"""
Lafite,090-1.png,2.141453354,1.957660199,2.012492538,"""A bird gives an apple to a squirrel"""
Controlnet,044-3.png,2.4093919,2.716236016,2.32212275,"""an orange wearing a cowboy hat"""
Lafite,000-1.png,1.699779697,1.738861978,1.902309247,"""a corgi"""
Lafite,088-3.png,2.048809105,2.701870501,2.774499023,"""an aerial photo of a sandy island in the ocean"""
stable-diffusion,073-2.png,2.175966347,2.212120827,2.071191395,"""two red balls on a table"""
stable-diffusion,034-2.png,1.79846707,1.855919607,2.171244718,"""a small garden with an apple tree behind it"""
Unidiffuser,066-4.png,1.863759102,1.995931046,2.023407595,"""the word 'START'"""
Unidiffuser,027-1.png,2.89476833,2.901974323,3.102174416,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
DALLE,055-4.png,2.747292575,2.746042472,2.808650502,"""a painting of the food of china"""
stable-diffusion,045-1.png,3.100841345,2.540806781,2.644318176,"""A bowl of soup that looks like a monster with tofu says deep learning"""
DALLE,049-1.png,3.145123606,3.041548458,3.085000865,"""an elephant walking on the Great Wall"""
Lafite,022-3.png,1.896051132,2.100096126,2.13953334,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
stable-diffusion,003-3.png,2.951604138,3.266273291,3.204047737,"""a bench"""
Unidiffuser,096-3.png,3.134693474,3.251858232,2.996125161,"""We painted the wall with cracks."""
Glide,053-3.png,1.828497591,2.05331025,1.982045935,"""A spaceship made of cardboard."""
Glide,096-3.png,2.407772311,2.408658752,2.091206331,"""We painted the wall with cracks."""
Controlnet,063-4.png,2.68699644,2.553943706,2.113672191,"""A sign that says Deep Learning"""
stable-diffusion,041-2.png,2.928484778,3.065731729,3.178921662,"""A photo of an astronaut riding a horse in the forest."""
Controlnet,020-1.png,2.333050704,2.110782474,2.041861373,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
stable-diffusion,015-2.png,3.118992124,2.826428978,2.804905632,"""A bowl of Chicken Pho"""
Glide,049-2.png,1.832639575,1.900312906,2.500161374,"""an elephant walking on the Great Wall"""
stable-diffusion,068-3.png,2.125786534,2.2297135,2.406409613,"""a store front with 'Grassy Meadow' written on it"""
Glide,080-4.png,2.002484861,2.328299759,2.258528661,"""view of a giraffe and a zebra in the middle of a field"""
Unidiffuser,057-2.png,2.359485309,2.405302478,2.685604849,"""an oil painting of a tree and a building"""
DALLE,000-4.png,3.315115158,3.47951217,3.541019743,"""a corgi"""
Unidiffuser,055-4.png,1.71059593,2.006004682,2.459110773,"""a painting of the food of china"""
Lafite,086-2.png,2.160063203,1.865256259,2.155505178,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
stable-diffusion,063-4.png,2.484766913,2.740465661,2.201540662,"""A sign that says Deep Learning"""
Controlnet,002-3.png,3.101963274,2.716365845,2.753287511,"""a boat"""
Unidiffuser,077-1.png,2.65088208,2.331990893,2.908989228,"""two pianos next to each other"""
Glide,009-1.png,1.85673831,2.089678696,2.246936106,"""a photo of san francisco's golden gate bridge"""
DALLE,061-1.png,2.769669983,2.447241059,2.449342671,"""the word 'HELLO' on a girl's face"""
DALLE,091-3.png,2.81137475,2.723944369,2.828508728,"""a classroom without any students"""
Controlnet,088-1.png,3.194087249,2.998965558,2.856689871,"""an aerial photo of a sandy island in the ocean"""
Controlnet,020-4.png,2.830179571,2.527617519,2.427099812,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Unidiffuser,017-3.png,2.168753383,2.261962744,2.292973143,"""a coffee table with a magazine on it"""
Controlnet,005-1.png,3.168486816,3.122721379,3.020589025,"""a green pepper"""
Lafite,003-4.png,1.781383941,1.749673732,2.116129668,"""a bench"""
Unidiffuser,094-1.png,2.574200277,2.298781891,1.953469663,"""a banana without its peel"""
Unidiffuser,011-4.png,2.532817374,2.372334993,2.726140354,"""a woman with long hair"""
stable-diffusion,041-1.png,2.878484514,2.810973786,3.018262972,"""A photo of an astronaut riding a horse in the forest."""
Lafite,043-1.png,2.046507962,1.970485445,1.858068395,"""a sword slicing through a loaf of bread"""
DALLE,069-2.png,3.059097354,3.077164527,2.424190162,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
DALLE,009-4.png,3.545328001,3.174279222,3.174216957,"""a photo of san francisco's golden gate bridge"""
Lafite,085-3.png,1.994128481,1.851377291,2.005062501,"""a close-up of an old-fashioned cocktail"""
stable-diffusion,033-3.png,2.940662456,2.734186462,2.79567336,"""purple lego dollhouse with a pool and a swing"""
Controlnet,053-3.png,2.839497586,2.888987628,2.747128885,"""A spaceship made of cardboard."""
Controlnet,016-3.png,3.236188197,3.09216496,3.053661235,"""A heart made of chocolate"""
DALLE,029-1.png,2.775576811,2.644429374,2.762875387,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
Unidiffuser,033-4.png,2.423375406,2.460992818,2.179561036,"""purple lego dollhouse with a pool and a swing"""
Glide,012-1.png,2.070918293,2.603258184,2.918224894,"""A red bus is driving on the road"""
Unidiffuser,064-4.png,2.531469043,2.17057974,2.473199807,"""the word 'APPLE' on an apple"""
