Image_prompt,Text_prompt,Generated_image,MOS_q,MOS_a,MOS_c,MOS
,there is a scale with two coins on it and a gold plate,SD_1197_11.jpg,2.246,2.3686,2.08,6.6946
,"a bathroom with a washer and a dryer in it, premium bathroom design",SD_1198_00.jpg,2.6967,2.5912,3.3075,8.5954
,"a bathroom with a washer and a dryer in it, premium bathroom design",SD_1198_01.jpg,2.755,2.528,3.4257,8.7087
,"a bathroom with a washer and a dryer in it, premium bathroom design",SD_1198_10.jpg,2.9225,2.9783,2.9367,8.8375
,"a bathroom with a washer and a dryer in it, premium bathroom design",SD_1198_11.jpg,2.4963,2.245,2.984,7.7253
,a man sitting on a stone pillar playing a saxophone,SD_1199_00.jpg,2.2517,1.888,3.0686,7.2083
,a man sitting on a stone pillar playing a saxophone,SD_1199_01.jpg,1.996,1.9337,2.954,6.8837
,a man sitting on a stone pillar playing a saxophone,SD_1199_10.jpg,1.57,1.3438,2.395,5.3088
,a man sitting on a stone pillar playing a saxophone,SD_1199_11.jpg,2.19,1.9357,2.7233,6.849
,"corgi, standing on a train track, happy",MJ_1000_00.jpg,3.3183,3.2525,4.1067,10.6775
,"corgi, standing on a train track, happy",MJ_1000_01.jpg,3.704,3.385,3.99,11.079
,"corgi, standing on a train track, happy",MJ_1000_10.jpg,3.14,2.6914,4.0729,9.9043
,"corgi, standing on a train track, happy",MJ_1000_11.jpg,3.5771,3.11,4.0733,10.7604
,"white dog, running on a dirt path, blue collar",MJ_1001_00.jpg,3.2329,2.39,3.365,8.9879
,"white dog, running on a dirt path, blue collar",MJ_1001_01.jpg,3.308,2.3267,3.7329,9.3676
,"white dog, running on a dirt path, blue collar",MJ_1001_10.jpg,3.1788,2.095,3.4614,8.7352
,"white dog, running on a dirt path, blue collar",MJ_1001_11.jpg,3.1425,2.6083,3.058,8.8088
,"white samoyed dog, sitting in the grass with leaves on the ground",MJ_1002_00.jpg,3.89,3.8744,4.235,11.9994
,"white samoyed dog, sitting in the grass with leaves on the ground",MJ_1002_01.jpg,3.5217,3.705,4.1329,11.3596
,"white samoyed dog, sitting in the grass with leaves on the ground",MJ_1002_10.jpg,4.1083,3.8483,4.2256,12.1822
,"white samoyed dog, sitting in the grass with leaves on the ground",MJ_1002_11.jpg,4.0422,3.7417,4.1878,11.9717
,"bird, orange feathers, sitting on a fence post",MJ_1003_00.jpg,3.0133,2.8243,3.984,9.8216
,"bird, orange feathers, sitting on a fence post",MJ_1003_01.jpg,3.435,3.112,3.46,10.007
,"bird, orange feathers, sitting on a fence post",MJ_1003_10.jpg,3.705,3.4614,4.07,11.2364
,"bird, orange feathers, sitting on a fence post",MJ_1003_11.jpg,3.7017,3.2817,4.0667,11.0501
,bird with its wings spread out in the water,MJ_1004_00.jpg,3.136,2.06,3.7357,8.9317
,bird with its wings spread out in the water,MJ_1004_01.jpg,3.174,2.1833,3.3467,8.704
,bird with its wings spread out in the water,MJ_1004_10.jpg,3.1529,2.4371,3.902,9.492
,bird with its wings spread out in the water,MJ_1004_11.jpg,3.1117,2.264,3.7267,9.1024
,"bald eagle, flying over a forest with a city in the background",MJ_1005_00.jpg,3.358,2.9033,4.0433,10.3046
,"bald eagle, flying over a forest with a city in the background",MJ_1005_01.jpg,3.33,2.294,4.17,9.794
,"bald eagle, flying over a forest with a city in the background",MJ_1005_10.jpg,2.815,2.1489,4.055,9.0189
,"bald eagle, flying over a forest with a city in the background",MJ_1005_11.jpg,3.67,3.04,4.0925,10.8025
,"snail, sitting on a green stem",MJ_1006_00.jpg,3.678,3.0883,3.952,10.7183
,"snail, sitting on a green stem",MJ_1006_01.jpg,3.102,2.2625,3.89,9.2545
,"snail, sitting on a green stem",MJ_1006_10.jpg,3.0483,2.842,3.6229,9.5132
,"snail, sitting on a green stem",MJ_1006_11.jpg,2.61,2.42,3.3833,8.4133
,"frog, sitting on a leaf, green background",MJ_1007_00.jpg,3.2,2.6,3.37,9.17
,"frog, sitting on a leaf, green background",MJ_1007_01.jpg,3.2986,2.4767,3.8189,9.5942
,"frog, sitting on a leaf, green background",MJ_1007_10.jpg,2.7225,2.28,3.5125,8.515
,"frog, sitting on a leaf, green background",MJ_1007_11.jpg,2.5386,2.39,3.4575,8.3861
,"frog, sitting on a rock in the water",MJ_1008_00.jpg,2.855,2.354,4.0036,9.2126
,"frog, sitting on a rock in the water",MJ_1008_01.jpg,3.4175,3.6767,3.95,11.0442
,"frog, sitting on a rock in the water",MJ_1008_10.jpg,3.355,2.7933,4.1114,10.2597
,"frog, sitting on a rock in the water",MJ_1008_11.jpg,2.7386,1.775,4.1017,8.6153
,"turtle, swimming in the ocean",MJ_1009_00.jpg,3.218,3.3833,4.1833,10.7846
,"turtle, swimming in the ocean",MJ_1009_01.jpg,3.6822,3.34,3.9833,11.0055
,"turtle, swimming in the ocean",MJ_1009_10.jpg,3.31,2.4867,4.0786,9.8753
,"turtle, swimming in the ocean",MJ_1009_11.jpg,3.3522,3.015,3.835,10.2022
,"turtle, sitting on top of a rock",MJ_1010_00.jpg,2.9975,2.1433,4.06,9.2008
,"turtle, sitting on top of a rock",MJ_1010_01.jpg,2.984,2.1083,3.91,9.0023
,"turtle, sitting on top of a rock",MJ_1010_10.jpg,3.3943,2.0125,3.9212,9.328
,"turtle, sitting on top of a rock",MJ_1010_11.jpg,3.04,1.8812,4.0989,9.0201
,"lizard, sitting on a branch of a plant",MJ_1011_00.jpg,3.4038,2.604,3.7433,9.7511
,"lizard, sitting on a branch of a plant",MJ_1011_01.jpg,3.8463,3.38,3.9522,11.1785
,"lizard, sitting on a branch of a plant",MJ_1011_10.jpg,3.398,2.45,3.8717,9.7197
,"lizard, sitting on a branch of a plant",MJ_1011_11.jpg,3.3925,2.525,3.7783,9.6958
,"duck, swimming in the water",MJ_1012_00.jpg,3.12,2.238,3.8314,9.1894
,"duck, swimming in the water",MJ_1012_01.jpg,2.778,2.22,3.312,8.31
,"duck, swimming in the water",MJ_1012_10.jpg,2.59,1.764,3.625,7.979
,"duck, swimming in the water",MJ_1012_11.jpg,2.3857,1.7175,3.7533,7.8565
,"hedgehog, sitting on a ledge",MJ_1013_00.jpg,2.956,2.74,3.775,9.471
,"hedgehog, sitting on a ledge",MJ_1013_01.jpg,3.3614,2.2686,4.0425,9.6725
,"hedgehog, sitting on a ledge",MJ_1013_10.jpg,3.39,3.2533,3.775,10.4183
,"hedgehog, sitting on a ledge",MJ_1013_11.jpg,3.2725,2.248,3.9262,9.4467
,swan with wings spread out in the water,MJ_1014_00.jpg,3.442,2.8433,3.805,10.0903
,swan with wings spread out in the water,MJ_1014_01.jpg,3.015,2.5314,4,9.5464
,swan with wings spread out in the water,MJ_1014_10.jpg,3.314,2.294,3.944,9.552
,swan with wings spread out in the water,MJ_1014_11.jpg,3.4591,2.4283,3.8783,9.7657
,a close up of a millipede on a wooden surface,MJ_1015_00.jpg,2.6329,2.45,3.025,8.1079
,a close up of a millipede on a wooden surface,MJ_1015_01.jpg,2.7683,2.572,3.04,8.3803
,a close up of a millipede on a wooden surface,MJ_1015_10.jpg,2.555,2.2025,3.014,7.7715
,a close up of a millipede on a wooden surface,MJ_1015_11.jpg,2.9225,1.995,3.2111,8.1286
,"snake, sitting in the grass",MJ_1016_00.jpg,3.1767,2.486,3.764,9.4267
,"snake, sitting in the grass",MJ_1016_01.jpg,3.285,2.5271,3.9357,9.7478
,"snake, sitting in the grass",MJ_1016_10.jpg,2.6467,2.045,3.9083,8.6
,"snake, sitting in the grass",MJ_1016_11.jpg,3.1038,2.7217,3.834,9.6595
,a spider in a web with a flower in the background,MJ_1017_00.jpg,3.4067,3.2243,4.0775,10.7085
,a spider in a web with a flower in the background,MJ_1017_01.jpg,3.2688,2.4033,3.7814,9.4535
,a spider in a web with a flower in the background,MJ_1017_10.jpg,3.054,2.6357,3.745,9.4347
,a spider in a web with a flower in the background,MJ_1017_11.jpg,3.125,2.4767,3.4333,9.035
,jellyfishs floating in the water with a black background,MJ_1018_00.jpg,3.4486,3.1367,4.0588,10.6441
,jellyfishs floating in the water with a black background,MJ_1018_01.jpg,3.1943,2.83,3.9833,10.0076
,jellyfishs floating in the water with a black background,MJ_1018_10.jpg,3.43,3.0886,3.9667,10.4853
,jellyfishs floating in the water with a black background,MJ_1018_11.jpg,3.29,2.7083,3.824,9.8223
,there are many shells that are on a white surface,MJ_1019_00.jpg,3.68,3.21,4.0917,10.9817
,there are many shells that are on a white surface,MJ_1019_01.jpg,2.8183,2.47,4.01,9.2983
,there are many shells that are on a white surface,MJ_1019_10.jpg,2.9414,2.7483,3.9375,9.6272
,there are many shells that are on a white surface,MJ_1019_11.jpg,3,2.82,3.998,9.818
,a crab on a sandy beach with a pink shell,MJ_1020_00.jpg,2.26,1.63,3.48,7.37
,a crab on a sandy beach with a pink shell,MJ_1020_01.jpg,2.5575,1.8388,3.882,8.2783
,a crab on a sandy beach with a pink shell,MJ_1020_10.jpg,2.255,1.588,3.385,7.228
,a crab on a sandy beach with a pink shell,MJ_1020_11.jpg,2.2483,1.36,3.3667,6.975
,there is a crayfish that is sitting on a rock in the water,MJ_1021_00.jpg,3.046,2.144,3.9943,9.1843
,there is a crayfish that is sitting on a rock in the water,MJ_1021_01.jpg,3.43,3.2,4.065,10.695
,there is a crayfish that is sitting on a rock in the water,MJ_1021_10.jpg,3.3767,2.66,4.144,10.1807
,there is a crayfish that is sitting on a rock in the water,MJ_1021_11.jpg,3.144,2.17,3.6575,8.9715
,there is a wolf standing in the grass with a wolf behind him,MJ_1022_00.jpg,3.055,2.0583,4.11,9.2233
,there is a wolf standing in the grass with a wolf behind him,MJ_1022_01.jpg,3.43,3.0133,4.0386,10.4819
,there is a wolf standing in the grass with a wolf behind him,MJ_1022_10.jpg,3.5371,2.1067,3.865,9.5088
,there is a wolf standing in the grass with a wolf behind him,MJ_1022_11.jpg,3.4833,2.72,3.7729,9.9762
,"fox, standing in the grass and flowers",MJ_1023_00.jpg,3.428,2.292,4.0057,9.7257
,"fox, standing in the grass and flowers",MJ_1023_01.jpg,3.3233,2.234,4.1329,9.6902
,"fox, standing in the grass and flowers",MJ_1023_10.jpg,3.6029,2.465,3.9983,10.0662
,"fox, standing in the grass and flowers",MJ_1023_11.jpg,2.905,2.382,4.05,9.337
,there is a fat grey cat sitting on a wooden deck looking up,MJ_1024_00.jpg,3.2157,2.5967,3.95,9.7624
,there is a fat grey cat sitting on a wooden deck looking up,MJ_1024_01.jpg,2.8125,1.9,4.0762,8.7887
,there is a fat grey cat sitting on a wooden deck looking up,MJ_1024_10.jpg,2.9775,2.3883,4.072,9.4378
,there is a fat grey cat sitting on a wooden deck looking up,MJ_1024_11.jpg,3.2617,1.822,4,9.0837
,there is a watering can with a hose attached to it,MJ_1025_00.jpg,3.16,2.676,2.8417,8.6777
,there is a watering can with a hose attached to it,MJ_1025_01.jpg,3.0017,2.26,3.615,8.8767
,there is a watering can with a hose attached to it,MJ_1025_10.jpg,3.308,2.3567,3.1367,8.8014
,there is a watering can with a hose attached to it,MJ_1025_11.jpg,3.2229,2.442,3.1025,8.7674
,"angry, black cat with yellow eyes laying on the ground",MJ_1026_00.jpg,3.922,3.678,4.2886,11.8886
,"angry, black cat with yellow eyes laying on the ground",MJ_1026_01.jpg,3.734,3.086,4.2075,11.0275
,"angry, black cat with yellow eyes laying on the ground",MJ_1026_10.jpg,3.9075,3.412,4.1025,11.422
,"angry, black cat with yellow eyes laying on the ground",MJ_1026_11.jpg,3.504,3.5038,4.034,11.0418
,the sphinx cat,MJ_1027_00.jpg,2.868,1.7629,3.1425,7.7734
,the sphinx cat,MJ_1027_01.jpg,2.4075,2.03,3.4,7.8375
,the sphinx cat,MJ_1027_10.jpg,2.315,1.5783,3.0867,6.98
,the sphinx cat,MJ_1027_11.jpg,2.5033,2.0425,3.0867,7.6325
,there is a black bear sitting on a tree stump in the woods,MJ_1028_00.jpg,3.4067,2.7614,3.8886,10.0567
,there is a black bear sitting on a tree stump in the woods,MJ_1028_01.jpg,3.132,2.0775,3.868,9.0775
,there is a black bear sitting on a tree stump in the woods,MJ_1028_10.jpg,3.3186,2.7725,3.9067,9.9978
,there is a black bear sitting on a tree stump in the woods,MJ_1028_11.jpg,3.326,1.91,4.0483,9.2843
,"brown bear, standing on a rock in a river",MJ_1029_00.jpg,3.2029,2.914,3.88,9.9969
,"brown bear, standing on a rock in a river",MJ_1029_01.jpg,3.4167,3.0257,4.0837,10.5261
,"brown bear, standing on a rock in a river",MJ_1029_10.jpg,3.2063,2.7233,4.035,9.9646
,"brown bear, standing on a rock in a river",MJ_1029_11.jpg,3.47,2.5975,3.9743,10.0418
,leopard resting on a tree branch in the wild,MJ_1030_00.jpg,3.9317,3.7267,4.008,11.6664
,leopard resting on a tree branch in the wild,MJ_1030_01.jpg,3.82,3.6217,4.1978,11.6395
,leopard resting on a tree branch in the wild,MJ_1030_10.jpg,3.382,3.475,3.86,10.717
,leopard resting on a tree branch in the wild,MJ_1030_11.jpg,3.1333,2.6967,3.8933,9.7233
,snow leopard walking in the snow in a forest with trees,MJ_1031_00.jpg,3.585,3.352,4.1271,11.0641
,snow leopard walking in the snow in a forest with trees,MJ_1031_01.jpg,3.158,3.162,4.0357,10.3557
,snow leopard walking in the snow in a forest with trees,MJ_1031_10.jpg,3.26,3.1971,3.985,10.4421
,snow leopard walking in the snow in a forest with trees,MJ_1031_11.jpg,3.44,3.085,4.0686,10.5936
,face of an lion with its mouth open,MJ_1032_00.jpg,3.22,2.865,4.042,10.127
,face of an lion with its mouth open,MJ_1032_01.jpg,3.5971,2.835,3.5062,9.9383
,face of an lion with its mouth open,MJ_1032_10.jpg,3.5038,2.595,3.935,10.0338
,face of an lion with its mouth open,MJ_1032_11.jpg,3.5038,2.53,4.0043,10.0381
,a tiger walking in the snow with its mouth open,MJ_1033_00.jpg,3.65,3.872,4.0562,11.5782
,a tiger walking in the snow with its mouth open,MJ_1033_01.jpg,4.0214,3.7057,4.08,11.8071
,a tiger walking in the snow with its mouth open,MJ_1033_10.jpg,3.6133,3.225,3.942,10.7803
,a tiger walking in the snow with its mouth open,MJ_1033_11.jpg,3.4925,2.56,4.102,10.1545
,there is a grasshopper that is sitting on a branch,MJ_1034_00.jpg,3.0613,2.576,3.9171,9.5544
,there is a grasshopper that is sitting on a branch,MJ_1034_01.jpg,2.16,1.8886,3.5729,7.6215
,there is a grasshopper that is sitting on a branch,MJ_1034_10.jpg,2.5825,1.715,3.8443,8.1418
,there is a grasshopper that is sitting on a branch,MJ_1034_11.jpg,2.9083,2.31,4.0525,9.2708
,a dragonfly perched on a twig,MJ_1035_00.jpg,2.966,2.57,3.9,9.436
,a dragonfly perched on a twig,MJ_1035_01.jpg,3.04,2.1567,3.6588,8.8555
,a dragonfly perched on a twig,MJ_1035_10.jpg,3.4333,2.745,4.05,10.2283
,a dragonfly perched on a twig,MJ_1035_11.jpg,2.924,2.335,4.0338,9.2928
,a bee flying towards a sunflower with a yellow background,MJ_1036_00.jpg,3.79,2.98,3.7833,10.5533
,a bee flying towards a sunflower with a yellow background,MJ_1036_01.jpg,3.2633,3.3433,4.0511,10.6577
,a bee flying towards a sunflower with a yellow background,MJ_1036_10.jpg,2.6217,2.1671,3.7914,8.5802
,a bee flying towards a sunflower with a yellow background,MJ_1036_11.jpg,3.9233,3.4412,3.98,11.3445
,there is a butterfly that is sitting on a flower,MJ_1037_00.jpg,3.4275,2.5729,3.8467,9.8471
,there is a butterfly that is sitting on a flower,MJ_1037_01.jpg,3.3975,2.676,4.1755,10.249
,there is a butterfly that is sitting on a flower,MJ_1037_10.jpg,3.168,2.765,3.852,9.785
,there is a butterfly that is sitting on a flower,MJ_1037_11.jpg,3.456,3.176,3.8717,10.5037
,there is a large green mantis that is sitting on a branch,MJ_1038_00.jpg,2.8678,2.305,3.8811,9.0539
,there is a large green mantis that is sitting on a branch,MJ_1038_01.jpg,3.2888,2.62,4.07,9.9788
,there is a large green mantis that is sitting on a branch,MJ_1038_10.jpg,2.5188,1.9178,3.9417,8.3783
,there is a large green mantis that is sitting on a branch,MJ_1038_11.jpg,2.662,2.61,4.0129,9.2849
,"rabbit, sitting in the grass",MJ_1039_00.jpg,3.7871,3.015,4.0957,10.8978
,"rabbit, sitting in the grass",MJ_1039_01.jpg,3.5629,2.33,4.0129,9.9058
,"rabbit, sitting in the grass",MJ_1039_10.jpg,3.6229,2.83,3.93,10.3829
,"rabbit, sitting in the grass",MJ_1039_11.jpg,3.375,2.686,4.04,10.101
,there is a small white and brown hamster sitting in a pile of wood chips,MJ_1040_00.jpg,3.7827,4.07,4.054,11.9067
,there is a small white and brown hamster sitting in a pile of wood chips,MJ_1040_01.jpg,3.965,3.8717,4.156,11.9927
,there is a small white and brown hamster sitting in a pile of wood chips,MJ_1040_10.jpg,3.852,3.486,3.86,11.198
,there is a small white and brown hamster sitting in a pile of wood chips,MJ_1040_11.jpg,3.8988,3.6971,4.1843,11.7802
,"marmot, eating a carrot in the grass",MJ_1041_00.jpg,3.4733,3.1143,3.632,10.2196
,"marmot, eating a carrot in the grass",MJ_1041_01.jpg,3.176,2.7917,3.676,9.6437
,"marmot, eating a carrot in the grass",MJ_1041_10.jpg,3.46,3.1075,3.44,10.0075
,"marmot, eating a carrot in the grass",MJ_1041_11.jpg,3.89,3.6271,3.3571,10.8742
,"squirrel, walking on a fence",MJ_1042_00.jpg,2.7186,2.02,3.685,8.4236
,"squirrel, walking on a fence",MJ_1042_01.jpg,2.912,2.1717,3.3275,8.4112
,"squirrel, walking on a fence",MJ_1042_10.jpg,2.734,2.1429,3.9525,8.8294
,"squirrel, walking on a fence",MJ_1042_11.jpg,2.8933,2.22,3.82,8.9333
,two small brown and white guineapigs are laying in the grass,MJ_1043_00.jpg,3.34,3.266,4.085,10.691
,two small brown and white guineapigs are laying in the grass,MJ_1043_01.jpg,3.6557,3.294,4.2243,11.174
,two small brown and white guineapigs are laying in the grass,MJ_1043_10.jpg,3.2029,3.4175,3.778,10.3984
,two small brown and white guineapigs are laying in the grass,MJ_1043_11.jpg,3.5733,3.25,4.0717,10.895
,"brown horse, running in a field of grass",MJ_1044_00.jpg,3.5214,2.8667,3.9425,10.3306
,"brown horse, running in a field of grass",MJ_1044_01.jpg,3.838,2.8433,4.066,10.7473
,"brown horse, running in a field of grass",MJ_1044_10.jpg,3.5233,2.882,3.9589,10.3642
,"brown horse, running in a field of grass",MJ_1044_11.jpg,3.7086,2.9575,4.1686,10.8347
,zebra standing in a field of grass with trees in the background,MJ_1045_00.jpg,3.5629,3.1263,3.9738,10.663
,zebra standing in a field of grass with trees in the background,MJ_1045_01.jpg,3.7533,2.9433,4.0386,10.7352
,zebra standing in a field of grass with trees in the background,MJ_1045_10.jpg,3.42,3.396,3.952,10.768
,zebra standing in a field of grass with trees in the background,MJ_1045_11.jpg,3.648,3.5783,4.2011,11.4274
,"two hippos, standing next to each other on the grass",MJ_1046_00.jpg,3.48,2.7933,4.0589,10.3322
